QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20181,03721263,99,1,1,315,E,100,D
20181,03721263,99,2,1,74,E,110,D
20181,03721263,99,3,1,93,E,120,D
20181,03721263,99,4,1,540,E,130,D
20181,03721263,99,5,1,19,E,140,D
20181,03721263,99,6,1,934,E,150,D
20181,03721263,99,7,1,281,E,160,D
20181,03721263,99,8,1,49,E,170,D
20181,03721263,99,9,1,771,E,180,D
20181,03721263,99,10,1,124,E,190,D
20181,03721493,30,0,1,,H,,A
20181,03721493,30,1,1,15,E,100,D
20181,03721493,30,2,1,5,E,110,D
20181,03721493,30,3,1,14,E,120,D
20181,03721493,30,4,1,30,E,130,D
20181,03721493,30,5,1,1,E,140,D
20181,03721493,30,6,1,57,E,150,D
20181,03721493,30,7,1,10,E,160,D
20181,03721493,30,8,1,3,E,170,D
20181,03721493,30,9,1,34,E,180,D
20181,03721493,30,10,1,10,E,190,D
20181,03721493,30,11,1,10,E,200,D
20181,03721493,30,12,1,8,E,210,D
20181,03721493,30,13,1,8,E,220,D
20181,03734003,38,0,1,,H,,A
20181,03734003,38,1,1,78,E,120,D
20181,03734003,38,2,1,20,E,140,D
20181,03734003,38,3,1,588,E,150,D
20181,03734003,38,4,1,72,E,160,D
20181,03734003,38,5,1,152,E,170,D
20181,03734003,38,6,1,90,E,190,D
20181,03739253,66,0,1,,H,,A
20181,03739253,66,1,1,47,E,120,D
20181,03739253,66,2,1,8,E,140,D
20181,03739253,66,3,1,457,E,150,D
20181,03739253,66,4,1,220,E,160,D
20181,03739253,66,5,1,57,E,170,D
20181,03739253,66,6,1,432,E,180,D
20181,03739253,66,7,1,54,E,190,D
20181,03739293,46,0,1,,H,,A
20181,03739293,46,1,1,48,E,100,D
20181,03739293,46,2,1,11,E,110,D
20181,03739293,46,3,1,14,E,120,D
20181,03739293,46,4,1,91,E,130,D
20181,03739293,46,5,1,2,E,140,D
20181,03739293,46,6,1,145,E,150,D
20181,03739293,46,7,1,43,E,160,D
20181,03739293,46,8,1,7,E,170,D
20181,03739293,46,9,1,120,E,180,D
20181,03739293,46,10,1,19,E,190,D
20181,03740453,49,0,1,,H,,A
20181,03740453,49,1,1,400,E,130,D
20181,03740943,51,0,1,,H,,A
20181,03740943,51,1,1,60,E,120,D
20181,03740943,51,2,1,11,E,140,D
20181,03740943,51,3,1,575,E,150,D
20181,03740943,51,4,1,173,E,160,D
20181,03740943,51,5,1,30,E,170,D
20181,03740943,51,6,1,475,E,180,D
20181,03740943,51,7,1,76,E,190,D
20181,03741083,26,0,1,,H,,A
20181,03741083,26,1,1,81,E,100,D
20181,03741083,26,2,1,29,E,110,D
20181,03741083,26,3,1,34,E,120,D
20181,03741083,26,4,1,156,E,130,D
20181,03741083,26,5,1,12,E,140,D
20181,03741083,26,6,1,292,E,150,D
20181,03741083,26,7,1,51,E,160,D
20181,03741083,26,8,1,18,E,170,D
20181,03741083,26,9,1,174,E,180,D
20181,03741083,26,10,1,53,E,190,D
20181,03741113,22,0,1,,H,,A
20181,03741113,22,1,1,19,E,120,D
20181,03741113,22,2,1,79,E,130,D
20181,03741113,22,3,1,4,E,140,D
20181,03741113,22,4,1,148,E,150,D
20181,03741113,22,5,1,26,E,160,D
20181,03741113,22,6,1,9,E,170,D
20181,03741113,22,7,1,88,E,180,D
20181,03741113,22,8,1,27,E,190,D
20181,03741753,35,0,1,,H,,A
20181,03741753,35,1,1,40,E,120,D
20181,03741753,35,2,1,7,E,140,D
20181,03741753,35,3,1,299,E,150,D
20181,03741753,35,4,1,33,E,160,D
20181,03741753,35,5,1,13,E,170,D
20181,03741753,35,6,1,461,E,180,D
20181,03741753,35,7,1,47,E,190,D
20181,03742303,23,0,1,,H,,A
20181,03742303,23,1,1,32,E,120,D
20181,03742303,23,2,1,6,E,140,D
20181,03742303,23,3,1,245,E,150,D
20181,03742303,23,4,1,43,E,160,D
20181,03742303,23,5,1,15,E,170,D
20181,03742303,23,6,1,146,E,180,D
20181,03742303,23,7,1,44,E,190,D
20181,03744413,33,0,1,,H,,A
20181,03744413,33,1,1,15,E,120,D
20181,03744413,33,2,1,2,E,140,D
20181,03744413,33,3,1,123,E,150,D
20181,03744413,33,4,1,37,E,160,D
20181,03744413,33,5,1,6,E,170,D
20181,03744413,33,6,1,101,E,180,D
20181,03744413,33,7,1,16,E,190,D
20181,03757742,24,0,1,,H,,A
20181,03757742,24,1,1,37,E,100,D
20181,03757742,24,2,1,12,E,110,D
20181,03757742,24,3,1,16,E,120,D
20181,03757742,24,4,1,3,E,140,D
20181,03757742,24,5,1,134,E,150,D
20181,03757742,24,6,1,15,E,160,D
20181,03757742,24,7,1,6,E,170,D
20181,03757742,24,8,1,206,E,180,D
20181,03757742,24,9,1,21,E,190,D
20181,03759042,57,0,1,,H,,A
20181,03759042,57,1,1,119,E,120,D
20181,03759042,57,2,1,26,E,140,D
20181,03759042,57,3,1,882,E,150,D
20181,03759042,57,4,1,108,E,160,D
20181,03759042,57,5,1,229,E,170,D
20181,03759042,57,6,1,136,E,190,D
20181,03763152,61,0,1,,H,,A
20181,03763152,61,1,1,2,E,120,D
20181,03763152,61,2,1,20,E,150,D
20181,03763152,61,3,1,1,E,160,D
20181,03763152,61,4,1,25,E,180,D
20181,03763152,61,5,1,2,E,190,D
20181,03764502,47,0,1,,H,,A
20181,03764502,47,1,1,249,E,100,D
20181,03764502,47,2,1,83,E,110,D
20181,03764502,47,3,1,129,E,120,D
20181,03764502,47,4,1,432,E,130,D
20181,03764502,47,5,1,33,E,140,D
20181,03764502,47,6,1,1002,E,150,D
20181,03764502,47,7,1,314,E,160,D
20181,03764502,47,8,1,223,E,170,D
20181,03764502,47,9,1,135,E,190,D
20181,03764732,73,0,1,,H,,A
20181,03764732,73,1,1,9,E,120,D
20181,03764732,73,2,1,1,E,140,D
20181,03764732,73,3,1,93,E,150,D
20181,03764732,73,4,1,27,E,160,D
20181,03764732,73,5,1,4,E,170,D
20181,03764732,73,6,1,74,E,180,D
20181,03764732,73,7,1,12,E,190,D
20181,03776532,46,0,1,,H,,A
20181,03776532,46,1,1,50,E,100,D
20181,03776532,46,2,1,18,E,110,D
20181,03776532,46,3,1,28,E,120,D
20181,03776532,46,4,1,4,E,140,D
20181,03776532,46,5,1,193,E,150,D
20181,03776532,46,6,1,21,E,160,D
20181,03776532,46,7,1,8,E,170,D
20181,03776532,46,8,1,298,E,180,D
20181,03776532,46,9,1,30,E,190,D
20181,03780052,44,0,1,,H,,A
20181,03780052,44,1,1,16,E,120,D
20181,03780052,44,2,1,2,E,140,D
20181,03780052,44,3,1,99,E,150,D
20181,03780052,44,4,1,11,E,160,D
20181,03780052,44,5,1,4,E,170,D
20181,03780052,44,6,1,153,E,180,D
20181,03780052,44,7,1,15,E,190,D
20181,03781092,43,0,1,,H,,A
20181,03781092,43,1,1,11,E,100,D
20181,03781092,43,2,1,4,E,110,D
20181,03781092,43,3,1,12,E,120,D
20181,03781092,43,4,1,28,E,130,D
20181,03781092,43,5,1,1,E,140,D
20181,03781092,43,6,1,59,E,150,D
20181,03781092,43,7,1,2,E,160,D
20181,03781092,43,8,1,1,E,170,D
20181,03781092,43,9,1,6,E,190,D
20181,03781092,43,10,1,8,E,200,D
20181,03781092,43,11,1,9,E,210,D
20181,03781092,43,12,1,9,E,220,D
20181,03784352,47,0,1,,H,,A
20181,03784352,47,1,1,90,E,100,D
20181,03784352,47,2,1,32,E,110,D
20181,03784352,47,3,1,42,E,120,D
20181,03784352,47,4,1,174,E,130,D
20181,03784352,47,5,1,8,E,140,D
20181,03784352,47,6,1,325,E,150,D
20181,03784352,47,7,1,57,E,160,D
20181,03784352,47,8,1,20,E,170,D
20181,03784352,47,9,1,193,E,180,D
20181,03784352,47,10,1,59,E,190,D
20181,03784792,41,0,1,,H,,A
20181,03784792,41,1,1,35,E,120,D
20181,03784792,41,2,1,6,E,140,D
20181,03784792,41,3,1,362,E,150,D
20181,03784792,41,4,1,172,E,160,D
20181,03784792,41,5,1,44,E,170,D
20181,03784792,41,6,1,339,E,180,D
20181,03784792,41,7,1,42,E,190,D
20181,03797932,17,0,1,,H,,A
20181,03797932,17,1,1,19,E,120,D
20181,03797932,17,2,1,2,E,140,D
20181,03797932,17,3,1,157,E,150,D
20181,03797932,17,4,1,76,E,160,D
20181,03797932,17,5,1,19,E,170,D
20181,03797932,17,6,1,149,E,180,D
20181,03797932,17,7,1,18,E,190,D
20181,03798532,42,0,1,,H,,A
20181,03798532,42,1,1,537,E,100,D
20181,03798532,42,2,1,128,E,110,D
20181,03798532,42,3,1,935,E,130,D
20181,03799202,86,0,1,,H,,A
20181,03799202,86,1,1,8,E,120,D
20181,03799202,86,2,1,44,E,150,D
20181,03799202,86,3,1,13,E,160,D
20181,03799202,86,4,1,2,E,170,D
20181,03799202,86,5,1,36,E,180,D
20181,03799202,86,6,1,5,E,190,D
20181,03799522,21,0,1,,H,,A
20181,03799522,21,1,1,33,E,100,D
20181,03799522,21,2,1,11,E,110,D
20181,03799522,21,3,1,15,E,120,D
20181,03799522,21,4,1,72,E,130,D
20181,03799522,21,5,1,3,E,140,D
20181,03799522,21,6,1,127,E,150,D
20181,03799522,21,7,1,14,E,160,D
20181,03799522,21,8,1,5,E,170,D
20181,03799522,21,9,1,195,E,180,D
20181,03799522,21,10,1,25,E,190,D
20181,03803622,65,0,1,,A,,A
20181,03804652,27,0,1,,H,,A
20181,03804652,27,1,1,140,E,100,D
20181,03804652,27,2,1,47,E,110,D
20181,03804652,27,3,1,55,E,120,D
20181,03804652,27,4,1,255,E,130,D
20181,03804652,27,5,1,12,E,140,D
20181,03804652,27,6,1,476,E,150,D
20181,03804652,27,7,1,84,E,160,D
20181,03804652,27,8,1,30,E,170,D
20181,03804652,27,9,1,283,E,180,D
20181,03804652,27,10,1,86,E,190,D
20181,03804652,27,11,1,88,E,200,D
20181,03804652,27,12,1,70,E,210,D
20181,03804652,27,13,1,74,E,220,D
20181,03805652,46,0,1,,H,,A
20181,03805652,46,1,1,48,E,100,D
20181,03805652,46,2,1,11,E,110,D
20181,03805652,46,3,1,19,E,120,D
20181,03805652,46,4,1,83,E,130,D
20181,03805652,46,5,1,2,E,140,D
20181,03805652,46,6,1,144,E,150,D
20181,03805652,46,7,1,43,E,160,D
20181,03805652,46,8,1,7,E,170,D
20181,03805652,46,9,1,119,E,180,D
20181,03805652,46,10,1,19,E,190,D
20181,03820861,47,0,1,,H,,A
20181,03820861,47,1,1,41,E,120,D
20181,03820861,47,2,1,8,E,140,D
20181,03820861,47,3,1,414,E,150,D
20181,03820861,47,4,1,123,E,160,D
20181,03820861,47,5,1,21,E,170,D
20181,03820861,47,6,1,339,E,180,D
20181,03820861,47,7,1,54,E,190,D
20181,03821971,34,0,1,,H,,A
20181,03821971,34,1,1,15,E,120,D
20181,03821971,34,2,1,1,E,140,D
20181,03821971,34,3,1,107,E,150,D
20181,03821971,34,4,1,51,E,160,D
20181,03821971,34,5,1,13,E,170,D
20181,03821971,34,6,1,101,E,180,D
20181,03821971,34,7,1,12,E,190,D
20181,03822961,34,0,1,,H,,A
20181,03822961,34,1,1,18,E,120,D
20181,03822961,34,2,1,2,E,140,D
20181,03822961,34,3,1,143,E,150,D
20181,03822961,34,4,1,43,E,160,D
20181,03822961,34,5,1,7,E,170,D
20181,03822961,34,6,1,118,E,180,D
20181,03822961,34,7,1,19,E,190,D
20181,03824551,16,0,1,,H,,A
20181,03824551,16,1,1,14,E,120,D
20181,03824551,16,2,1,3,E,140,D
20181,03824551,16,3,1,108,E,150,D
20181,03824551,16,4,1,34,E,160,D
20181,03824551,16,5,1,24,E,170,D
20181,03824551,16,6,1,17,E,190,D
20181,03825221,28,0,1,,H,,A
20181,03825221,28,1,1,45,E,120,D
20181,03825221,28,2,1,8,E,140,D
20181,03825221,28,3,1,410,E,150,D
20181,03825221,28,4,1,123,E,160,D
20181,03825221,28,5,1,21,E,170,D
20181,03825221,28,6,1,339,E,180,D
20181,03825221,28,7,1,54,E,190,D
20181,03827201,40,0,1,,H,,A
20181,03827201,40,1,1,12,E,120,D
20181,03827201,40,2,1,31,E,130,D
20181,03827201,40,3,1,2,E,140,D
20181,03827201,40,4,1,74,E,150,D
20181,03827201,40,5,1,23,E,160,D
20181,03827201,40,6,1,16,E,170,D
20181,03827201,40,7,1,10,E,190,D
20181,03827651,36,0,1,,H,,A
20181,03827651,36,1,1,54,E,100,D
20181,03827651,36,2,1,18,E,110,D
20181,03827651,36,3,1,27,E,120,D
20181,03827651,36,4,1,6,E,140,D
20181,03827651,36,5,1,251,E,150,D
20181,03827651,36,6,1,10,E,160,D
20181,03827651,36,7,1,5,E,170,D
20181,03827651,36,8,1,29,E,190,D
20181,03839931,28,0,1,,H,,A
20181,03839931,28,1,1,203,E,120,D
20181,03839931,28,2,1,53,E,140,D
20181,03839931,28,3,1,1582,E,150,D
20181,03839931,28,4,1,496,E,160,D
20181,03839931,28,5,1,352,E,170,D
20181,03839931,28,6,1,214,E,190,D
20181,03843641,68,0,1,,H,,A
20181,03843641,68,1,1,5,E,120,D
20181,03843641,68,2,1,1,E,140,D
20181,03843641,68,3,1,54,E,150,D
20181,03843641,68,4,1,15,E,160,D
20181,03843641,68,5,1,2,E,170,D
20181,03843641,68,6,1,42,E,180,D
20181,03843641,68,7,1,6,E,190,D
20181,03845251,28,0,1,,H,,A
20181,03845251,28,1,1,16,E,120,D
20181,03845251,28,2,1,3,E,140,D
20181,03845251,28,3,1,142,E,150,D
20181,03845251,28,4,1,24,E,160,D
20181,03845251,28,5,1,8,E,170,D
20181,03845251,28,6,1,82,E,180,D
20181,03845251,28,7,1,25,E,190,D
20181,03845651,21,0,1,,H,,A
20181,03845651,21,1,1,690,E,130,D
20181,03847621,16,0,1,,H,,A
20181,03847621,16,1,1,310,E,100,D
20181,03847621,16,2,1,112,E,110,D
20181,03847621,16,3,1,130,E,120,D
20181,03847621,16,4,1,600,E,130,D
20181,03847621,16,5,1,30,E,140,D
20181,03847621,16,6,1,1122,E,150,D
20181,03847621,16,7,1,198,E,160,D
20181,03847621,16,8,1,71,E,170,D
20181,03847621,16,9,1,667,E,180,D
20181,03847621,16,10,1,204,E,190,D
20181,03847621,16,11,1,208,E,200,D
20181,03847621,16,12,1,173,E,210,D
20181,03847621,16,13,1,175,E,220,D
20181,03849881,57,0,1,,H,,A
20181,03849881,57,1,1,11,E,120,D
20181,03849881,57,2,1,1,E,140,D
20181,03849881,57,3,1,73,E,150,D
20181,03849881,57,4,1,22,E,160,D
20181,03849881,57,5,1,3,E,170,D
20181,03849881,57,6,1,61,E,180,D
20181,03849881,57,7,1,9,E,190,D
20181,03851051,53,0,1,,H,,A
20181,03851051,53,1,1,184,E,100,D
20181,03851051,53,2,1,43,E,110,D
20181,03851051,53,3,1,54,E,120,D
20181,03851051,53,4,1,313,E,130,D
20181,03851051,53,5,1,11,E,140,D
20181,03851051,53,6,1,541,E,150,D
20181,03851051,53,7,1,162,E,160,D
20181,03851051,53,8,1,28,E,170,D
20181,03851051,53,9,1,446,E,180,D
20181,03851051,53,10,1,72,E,190,D
20181,03852391,34,0,1,,H,,A
20181,03852391,34,1,1,35,E,120,D
20181,03852391,34,2,1,12,E,140,D
20181,03852391,34,3,1,272,E,150,D
20181,03852391,34,4,1,85,E,160,D
20181,03852391,34,5,1,60,E,170,D
20181,03852391,34,6,1,36,E,190,D
20181,03855591,37,0,1,,H,,A
20181,03855591,37,1,1,288,E,100,D
20181,03855591,37,2,1,95,E,110,D
20181,03855591,37,3,1,152,E,120,D
20181,03855591,37,4,1,492,E,130,D
20181,03855591,37,5,1,39,E,140,D
20181,03855591,37,6,1,1157,E,150,D
20181,03855591,37,7,1,363,E,160,D
20181,03855591,37,8,1,258,E,170,D
20181,03855591,37,9,1,156,E,190,D
20181,03856131,37,0,1,,H,,A
20181,03856131,37,1,1,24,E,120,D
20181,03856131,37,2,1,5,E,140,D
20181,03856131,37,3,1,250,E,150,D
20181,03856131,37,4,1,74,E,160,D
20181,03856131,37,5,1,12,E,170,D
20181,03856131,37,6,1,203,E,180,D
20181,03856131,37,7,1,32,E,190,D
20181,03856231,41,0,1,,H,,A
20181,03856231,41,1,1,400,E,130,D
20181,03856511,65,0,1,,H,,A
20181,03856511,65,1,1,123,E,130,D
20181,03857181,37,0,1,,H,,A
20181,03857181,37,1,1,26,E,120,D
20181,03857181,37,2,1,6,E,140,D
20181,03857181,37,3,1,235,E,150,D
20181,03857181,37,4,1,40,E,160,D
20181,03857181,37,5,1,14,E,170,D
20181,03857181,37,6,1,137,E,180,D
20181,03857181,37,7,1,42,E,190,D
20181,03857981,28,0,1,,H,,A
20181,03857981,28,1,1,20,E,100,D
20181,03857981,28,2,1,5,E,110,D
20181,03857981,28,3,1,7,E,120,D
20181,03857981,28,4,1,1,E,140,D
20181,03857981,28,5,1,59,E,150,D
20181,03857981,28,6,1,6,E,160,D
20181,03857981,28,7,1,2,E,170,D
20181,03857981,28,8,1,91,E,180,D
20181,03857981,28,9,1,9,E,190,D
20181,03858151,19,0,1,,H,,A
20181,03858151,19,1,1,9,E,120,D
20181,03858151,19,2,1,1,E,140,D
20181,03858151,19,3,1,54,E,150,D
20181,03858151,19,4,1,17,E,160,D
20181,03858151,19,5,1,12,E,170,D
20181,03858151,19,6,1,7,E,190,D
20181,03858311,32,0,1,,H,,A
20181,03858311,32,1,1,1,E,120,D
20181,03858821,21,0,1,,H,,A
20181,03858821,21,1,1,306,E,100,D
20181,03858821,21,2,1,77,E,110,D
20181,03858821,21,3,1,107,E,120,D
20181,03858821,21,4,1,24,E,140,D
20181,03858821,21,5,1,805,E,150,D
20181,03858821,21,6,1,98,E,160,D
20181,03858821,21,7,1,209,E,170,D
20181,03858821,21,8,1,124,E,190,D
20181,03858821,21,9,1,194,E,200,D
20181,03858821,21,10,1,268,E,210,D
20181,03858821,21,11,1,288,E,220,D
